blind.id,mouse,genotype,gender,age,measure,endpoint
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.445,p62.area
10,HV5,+/+,M,3,0.198,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.468,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.626,p62.area
10,HV5,+/+,M,3,0.754,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,1.461,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,1.339,p62.area
10,HV5,+/+,M,3,0.75,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.353,p62.area
10,HV5,+/+,M,3,0.381,p62.area
10,HV5,+/+,M,3,0.168,p62.area
10,HV5,+/+,M,3,1.843,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.148,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.196,p62.area
10,HV5,+/+,M,3,1.008,p62.area
10,HV5,+/+,M,3,0.609,p62.area
10,HV5,+/+,M,3,0.318,p62.area
10,HV5,+/+,M,3,0.184,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,1.287,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,1.245,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.392,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.171,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.222,p62.area
10,HV5,+/+,M,3,0.187,p62.area
10,HV5,+/+,M,3,0.341,p62.area
10,HV5,+/+,M,3,0.336,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.388,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.493,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.397,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.191,p62.area
10,HV5,+/+,M,3,0.2,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0.172,p62.area
10,HV5,+/+,M,3,1.761,p62.area
10,HV5,+/+,M,3,0.728,p62.area
10,HV5,+/+,M,3,0.175,p62.area
10,HV5,+/+,M,3,0.472,p62.area
10,HV5,+/+,M,3,0,p62.area
10,HV5,+/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,1.119,p62.area
12,HX7,Q111/+,M,3,0.448,p62.area
12,HX7,Q111/+,M,3,0.235,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.2,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.864,p62.area
12,HX7,Q111/+,M,3,0.49,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,1.378,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,1.431,p62.area
12,HX7,Q111/+,M,3,0.256,p62.area
12,HX7,Q111/+,M,3,0.182,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.188,p62.area
12,HX7,Q111/+,M,3,0.404,p62.area
12,HX7,Q111/+,M,3,0.489,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.75,p62.area
12,HX7,Q111/+,M,3,0.23,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.199,p62.area
12,HX7,Q111/+,M,3,0.462,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.246,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.495,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.364,p62.area
12,HX7,Q111/+,M,3,1.261,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.192,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.362,p62.area
12,HX7,Q111/+,M,3,0.227,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.198,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.205,p62.area
12,HX7,Q111/+,M,3,0.445,p62.area
12,HX7,Q111/+,M,3,0.197,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.267,p62.area
12,HX7,Q111/+,M,3,0.971,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,1.055,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0.236,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
12,HX7,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.153,p62.area
13,HX8,Q111/+,M,3,0.411,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.821,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.202,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.4,p62.area
13,HX8,Q111/+,M,3,1.044,p62.area
13,HX8,Q111/+,M,3,1.102,p62.area
13,HX8,Q111/+,M,3,0.212,p62.area
13,HX8,Q111/+,M,3,0.279,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.169,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.174,p62.area
13,HX8,Q111/+,M,3,0.524,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.194,p62.area
13,HX8,Q111/+,M,3,0.185,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.469,p62.area
13,HX8,Q111/+,M,3,0.386,p62.area
13,HX8,Q111/+,M,3,0.49,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.279,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.198,p62.area
13,HX8,Q111/+,M,3,0.187,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.589,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.858,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.391,p62.area
13,HX8,Q111/+,M,3,0.41,p62.area
13,HX8,Q111/+,M,3,0.177,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.557,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.244,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.255,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.716,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0,p62.area
13,HX8,Q111/+,M,3,0.181,p62.area
13,HX8,Q111/+,M,3,0.424,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.626,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.63,p62.area
14,HX9,Q111/+,M,3,1.035,p62.area
14,HX9,Q111/+,M,3,0.624,p62.area
14,HX9,Q111/+,M,3,0.457,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.681,p62.area
14,HX9,Q111/+,M,3,2.282,p62.area
14,HX9,Q111/+,M,3,1.047,p62.area
14,HX9,Q111/+,M,3,0.753,p62.area
14,HX9,Q111/+,M,3,0.367,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.551,p62.area
14,HX9,Q111/+,M,3,0.865,p62.area
14,HX9,Q111/+,M,3,0.777,p62.area
14,HX9,Q111/+,M,3,0.38,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.182,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,1.653,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.226,p62.area
14,HX9,Q111/+,M,3,1.014,p62.area
14,HX9,Q111/+,M,3,0.249,p62.area
14,HX9,Q111/+,M,3,0.275,p62.area
14,HX9,Q111/+,M,3,2.685,p62.area
14,HX9,Q111/+,M,3,0.311,p62.area
14,HX9,Q111/+,M,3,0.178,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.359,p62.area
14,HX9,Q111/+,M,3,0.435,p62.area
14,HX9,Q111/+,M,3,0.664,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.943,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.413,p62.area
14,HX9,Q111/+,M,3,1.179,p62.area
14,HX9,Q111/+,M,3,0.169,p62.area
14,HX9,Q111/+,M,3,0.37,p62.area
14,HX9,Q111/+,M,3,0.541,p62.area
14,HX9,Q111/+,M,3,1.615,p62.area
14,HX9,Q111/+,M,3,0.147,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,2.418,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.366,p62.area
14,HX9,Q111/+,M,3,0.559,p62.area
14,HX9,Q111/+,M,3,0.265,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.525,p62.area
14,HX9,Q111/+,M,3,0.709,p62.area
14,HX9,Q111/+,M,3,1.044,p62.area
14,HX9,Q111/+,M,3,1.583,p62.area
14,HX9,Q111/+,M,3,0.187,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.458,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,1.073,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.165,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.984,p62.area
14,HX9,Q111/+,M,3,0.196,p62.area
14,HX9,Q111/+,M,3,0.498,p62.area
14,HX9,Q111/+,M,3,0.247,p62.area
14,HX9,Q111/+,M,3,0.187,p62.area
14,HX9,Q111/+,M,3,0.535,p62.area
14,HX9,Q111/+,M,3,0,p62.area
14,HX9,Q111/+,M,3,0.207,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.388,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.405,p62.area
15,HV7,+/+,M,3,0.295,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.164,p62.area
15,HV7,+/+,M,3,0.174,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.176,p62.area
15,HV7,+/+,M,3,0.366,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.761,p62.area
15,HV7,+/+,M,3,0.352,p62.area
15,HV7,+/+,M,3,1.604,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.162,p62.area
15,HV7,+/+,M,3,0.562,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.178,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.347,p62.area
15,HV7,+/+,M,3,0.197,p62.area
15,HV7,+/+,M,3,0.233,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.174,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.85,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.217,p62.area
15,HV7,+/+,M,3,0.195,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.337,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.162,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.479,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.15,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.491,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.159,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.161,p62.area
15,HV7,+/+,M,3,0.725,p62.area
15,HV7,+/+,M,3,0.181,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.384,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.24,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.235,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0,p62.area
15,HV7,+/+,M,3,0.438,p62.area
15,HV7,+/+,M,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.251,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.362,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.259,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.447,p62.area
16,HZ1,Q111/+,F,3,0.478,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.318,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.394,p62.area
16,HZ1,Q111/+,F,3,0.204,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.2,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.406,p62.area
16,HZ1,Q111/+,F,3,0.411,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0.212,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
16,HZ1,Q111/+,F,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.471,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.538,p62.area
17,HV8,+/+,M,3,0.243,p62.area
17,HV8,+/+,M,3,0.254,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.986,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.265,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,1.282,p62.area
17,HV8,+/+,M,3,1.089,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.398,p62.area
17,HV8,+/+,M,3,0.701,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.239,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,1.373,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.188,p62.area
17,HV8,+/+,M,3,0.792,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.475,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.402,p62.area
17,HV8,+/+,M,3,0.23,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.463,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.357,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.137,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.364,p62.area
17,HV8,+/+,M,3,0.201,p62.area
17,HV8,+/+,M,3,0.473,p62.area
17,HV8,+/+,M,3,0.242,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.622,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.686,p62.area
17,HV8,+/+,M,3,0.732,p62.area
17,HV8,+/+,M,3,0.654,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.374,p62.area
17,HV8,+/+,M,3,0.213,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.38,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.624,p62.area
17,HV8,+/+,M,3,0,p62.area
17,HV8,+/+,M,3,0.224,p62.area
17,HV8,+/+,M,3,0.219,p62.area
17,HV8,+/+,M,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.997,p62.area
18,HZ2,Q111/+,F,3,0.15,p62.area
18,HZ2,Q111/+,F,3,0.345,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.569,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,1.463,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.803,p62.area
18,HZ2,Q111/+,F,3,0.791,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.493,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,2.228,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.192,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.161,p62.area
18,HZ2,Q111/+,F,3,0.191,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.749,p62.area
18,HZ2,Q111/+,F,3,0.824,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.265,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.509,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.718,p62.area
18,HZ2,Q111/+,F,3,0.501,p62.area
18,HZ2,Q111/+,F,3,0.258,p62.area
18,HZ2,Q111/+,F,3,0.265,p62.area
18,HZ2,Q111/+,F,3,0.207,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.452,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,1.207,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.195,p62.area
18,HZ2,Q111/+,F,3,0.183,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.173,p62.area
18,HZ2,Q111/+,F,3,0.531,p62.area
18,HZ2,Q111/+,F,3,1.043,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0,p62.area
18,HZ2,Q111/+,F,3,0.209,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.396,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.36,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
