blind.id,mouse,genotype,gender,age,measure,endpoint
19,HW1,+/+,F,3,0.426,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.147,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.482,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.882,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.141,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.23,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.304,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.385,p62.area
19,HW1,+/+,F,3,0.313,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.535,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.342,p62.area
19,HW1,+/+,F,3,0.267,p62.area
19,HW1,+/+,F,3,0.186,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.143,p62.area
19,HW1,+/+,F,3,0.168,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.339,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.625,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.714,p62.area
19,HW1,+/+,F,3,0.159,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.519,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.156,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.183,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.478,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.209,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.391,p62.area
19,HW1,+/+,F,3,0.22,p62.area
19,HW1,+/+,F,3,0.227,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.484,p62.area
19,HW1,+/+,F,3,0.928,p62.area
19,HW1,+/+,F,3,1.055,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.301,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.469,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.259,p62.area
19,HW1,+/+,F,3,0.309,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0,p62.area
19,HW1,+/+,F,3,0.407,p62.area
19,HW1,+/+,F,3,0.521,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.231,p62.area
20,HW2,+/+,F,3,0.2,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.575,p62.area
20,HW2,+/+,F,3,0.659,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.376,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.456,p62.area
20,HW2,+/+,F,3,0.178,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.367,p62.area
20,HW2,+/+,F,3,0.495,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.185,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.179,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.353,p62.area
20,HW2,+/+,F,3,0.798,p62.area
20,HW2,+/+,F,3,0.184,p62.area
20,HW2,+/+,F,3,0.156,p62.area
20,HW2,+/+,F,3,0.157,p62.area
20,HW2,+/+,F,3,0.176,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,1.284,p62.area
20,HW2,+/+,F,3,0.321,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.171,p62.area
20,HW2,+/+,F,3,0.488,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.433,p62.area
20,HW2,+/+,F,3,1.238,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.536,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.28,p62.area
20,HW2,+/+,F,3,0.522,p62.area
20,HW2,+/+,F,3,0.398,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.513,p62.area
20,HW2,+/+,F,3,0.203,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.201,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.113,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.329,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.338,p62.area
20,HW2,+/+,F,3,0.175,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0,p62.area
20,HW2,+/+,F,3,0.548,p62.area
20,HW2,+/+,F,3,0.382,p62.area
20,HW2,+/+,F,3,0.379,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.238,p62.area
21,HZ3,Q111/+,F,3,1.087,p62.area
21,HZ3,Q111/+,F,3,0.826,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.438,p62.area
21,HZ3,Q111/+,F,3,0.627,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.487,p62.area
21,HZ3,Q111/+,F,3,0.948,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.588,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.217,p62.area
21,HZ3,Q111/+,F,3,0.204,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.182,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.212,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.221,p62.area
21,HZ3,Q111/+,F,3,0.51,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.193,p62.area
21,HZ3,Q111/+,F,3,0.735,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.226,p62.area
21,HZ3,Q111/+,F,3,0.232,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.204,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.184,p62.area
21,HZ3,Q111/+,F,3,0.202,p62.area
21,HZ3,Q111/+,F,3,0.883,p62.area
21,HZ3,Q111/+,F,3,0.983,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.43,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0,p62.area
21,HZ3,Q111/+,F,3,0.518,p62.area
22,HZ4,Q111/+,F,3,0.541,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.187,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.173,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.176,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.988,p62.area
22,HZ4,Q111/+,F,3,0.416,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.515,p62.area
22,HZ4,Q111/+,F,3,0.579,p62.area
22,HZ4,Q111/+,F,3,0.524,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,1.149,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.174,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.418,p62.area
22,HZ4,Q111/+,F,3,0.556,p62.area
22,HZ4,Q111/+,F,3,0.649,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.239,p62.area
22,HZ4,Q111/+,F,3,0.271,p62.area
22,HZ4,Q111/+,F,3,0.472,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,1.106,p62.area
22,HZ4,Q111/+,F,3,1.455,p62.area
22,HZ4,Q111/+,F,3,0.713,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.294,p62.area
22,HZ4,Q111/+,F,3,0.397,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.842,p62.area
22,HZ4,Q111/+,F,3,0.748,p62.area
22,HZ4,Q111/+,F,3,1.984,p62.area
22,HZ4,Q111/+,F,3,0.245,p62.area
22,HZ4,Q111/+,F,3,0.197,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.367,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.216,p62.area
22,HZ4,Q111/+,F,3,0.37,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.602,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.567,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.379,p62.area
22,HZ4,Q111/+,F,3,0.694,p62.area
22,HZ4,Q111/+,F,3,0.172,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0,p62.area
22,HZ4,Q111/+,F,3,0.196,p62.area
22,HZ4,Q111/+,F,3,0.838,p62.area
22,HZ4,Q111/+,F,3,0.518,p62.area
22,HZ4,Q111/+,F,3,0.195,p62.area
22,HZ4,Q111/+,F,3,0.216,p62.area
22,HZ4,Q111/+,F,3,0.115,p62.area
22,HZ4,Q111/+,F,3,0.347,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.532,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.175,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.313,p62.area
23,HW3,+/+,F,3,0.13,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.512,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.156,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.345,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.416,p62.area
23,HW3,+/+,F,3,0.166,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.334,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.169,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0.433,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
23,HW3,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,1.171,p62.area
24,HW4,+/+,F,3,0.503,p62.area
24,HW4,+/+,F,3,2.116,p62.area
24,HW4,+/+,F,3,0.478,p62.area
24,HW4,+/+,F,3,0.46,p62.area
24,HW4,+/+,F,3,0.713,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0.976,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,1.019,p62.area
24,HW4,+/+,F,3,0.337,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0.704,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0.193,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0.46,p62.area
24,HW4,+/+,F,3,0.645,p62.area
24,HW4,+/+,F,3,0.216,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0.228,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,1.633,p62.area
24,HW4,+/+,F,3,0.262,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0.971,p62.area
24,HW4,+/+,F,3,0.26,p62.area
24,HW4,+/+,F,3,0.398,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0.746,p62.area
24,HW4,+/+,F,3,0.506,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
24,HW4,+/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.233,p62.area
25,HZ5,Q111/+,F,3,0.355,p62.area
25,HZ5,Q111/+,F,3,0.506,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.48,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.457,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,1.061,p62.area
25,HZ5,Q111/+,F,3,0.548,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.248,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.994,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.362,p62.area
25,HZ5,Q111/+,F,3,0.629,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,1.254,p62.area
25,HZ5,Q111/+,F,3,2.057,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.958,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.324,p62.area
25,HZ5,Q111/+,F,3,0.576,p62.area
25,HZ5,Q111/+,F,3,0.178,p62.area
25,HZ5,Q111/+,F,3,0.433,p62.area
25,HZ5,Q111/+,F,3,0.671,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.855,p62.area
25,HZ5,Q111/+,F,3,0.537,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,1.129,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.78,p62.area
25,HZ5,Q111/+,F,3,0.265,p62.area
25,HZ5,Q111/+,F,3,0.818,p62.area
25,HZ5,Q111/+,F,3,0.941,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,1.198,p62.area
25,HZ5,Q111/+,F,3,0.212,p62.area
25,HZ5,Q111/+,F,3,0.202,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0.398,p62.area
25,HZ5,Q111/+,F,3,0.438,p62.area
25,HZ5,Q111/+,F,3,1.285,p62.area
25,HZ5,Q111/+,F,3,0.988,p62.area
25,HZ5,Q111/+,F,3,0.116,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
25,HZ5,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,1.546,p62.area
26,HZ6,Q111/+,F,3,0.518,p62.area
26,HZ6,Q111/+,F,3,0.536,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0.82,p62.area
26,HZ6,Q111/+,F,3,1.72,p62.area
26,HZ6,Q111/+,F,3,0.209,p62.area
26,HZ6,Q111/+,F,3,0.833,p62.area
26,HZ6,Q111/+,F,3,0.477,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,1.036,p62.area
26,HZ6,Q111/+,F,3,0.686,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,1.985,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0.189,p62.area
26,HZ6,Q111/+,F,3,1.084,p62.area
26,HZ6,Q111/+,F,3,0.433,p62.area
26,HZ6,Q111/+,F,3,0.659,p62.area
26,HZ6,Q111/+,F,3,3.581,p62.area
26,HZ6,Q111/+,F,3,0.402,p62.area
26,HZ6,Q111/+,F,3,1.084,p62.area
26,HZ6,Q111/+,F,3,0.92,p62.area
26,HZ6,Q111/+,F,3,2.375,p62.area
26,HZ6,Q111/+,F,3,0.779,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0.729,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0.385,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0.21,p62.area
26,HZ6,Q111/+,F,3,1.418,p62.area
26,HZ6,Q111/+,F,3,0.227,p62.area
26,HZ6,Q111/+,F,3,0.184,p62.area
26,HZ6,Q111/+,F,3,0.571,p62.area
26,HZ6,Q111/+,F,3,0.632,p62.area
26,HZ6,Q111/+,F,3,0.386,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,1.829,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0.148,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0.394,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,1.34,p62.area
26,HZ6,Q111/+,F,3,0.37,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0,p62.area
26,HZ6,Q111/+,F,3,0.756,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0.17,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0.159,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0.359,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0.247,p62.area
27,HW5,+/+,F,3,1.247,p62.area
27,HW5,+/+,F,3,0.158,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0.128,p62.area
27,HW5,+/+,F,3,0.273,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0.382,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0,p62.area
27,HW5,+/+,F,3,0.171,p62.area
27,HW5,+/+,F,3,0.312,p62.area
27,HW5,+/+,F,3,0.152,p62.area
27,HW5,+/+,F,3,0.155,p62.area
27,HW5,+/+,F,3,3.118,p62.area
